-6.267700194502059396e-01,1.651346668151035257e-01,5.365550577908563545e-02,3.611468598761846671e-02,-1.019879704719147129e-01,-4.129278251369560837e-01
-5.645988000086823444e-01,-8.034287934333947390e-02,5.701826279858442093e-02,-3.906883962433553292e-01,-1.198090374202717967e-01,-4.006923163385092135e-01
-5.129711169727959597e-01,5.030473460135929942e-03,-5.279454885368915773e-02,-3.156692681435473991e-01,-8.807043738459363613e-03,-7.192568241344166058e-01
-4.541209391558251873e-01,1.767038363982253307e-02,2.073185483969879755e-02,2.746721600047566381e-02,-7.529341973486930462e-02,-4.953223125884939071e-01
-4.030626298479543235e-01,-1.325962477256329743e-02,-1.852719085056862012e-03,-7.041799164187073634e-02,-4.643133318137701582e-02,-6.406099610588980031e-01
-3.541701760781894026e-01,5.483523982871775851e-03,-3.194787796057899001e-03,9.123514848358146856e-03,-7.113492025206727409e-02,-5.248183802726608116e-01
-3.100857639290495738e-01,-1.272228569585505745e-03,2.566293251855276524e-03,-7.951444931864948273e-03,-6.837096063668786361e-02,-5.515828854322147867e-01
-2.688873139105452115e-01,-1.022594249179788119e-04,-1.346045889559546391e-03,3.016424091362431264e-03,-7.406278492198334340e-02,-5.243531113968301627e-01
-2.308066141075009736e-01,2.864481008347810284e-04,3.989699921506146434e-04,-1.097340146536429943e-03,-7.552147601451721093e-02,-5.252629564485563618e-01
-1.954375389363129378e-01,-1.970166179145291675e-04,-2.378026321106168446e-04,6.682582418568836120e-04,-7.820470091465181461e-02,-5.146611858093425029e-01
-1.626948581001649297e-01,9.320397883061012077e-05,-8.926254992629093345e-05,2.795242083622118318e-04,-8.027877682633190182e-02,-5.079853361854007598e-01
-1.323876502700720159e-01,-4.347802450118967113e-05,-1.262207162324398605e-04,5.011396449630633717e-04,-8.228985517626627444e-02,-5.000362376206535231e-01
-1.043759201448635765e-01,1.434375832545365657e-05,-1.357011495734076762e-04,6.547188490885348221e-04,-8.412536183907498577e-02,-4.921127932943395455e-01
-7.851474518790423074e-02,-7.449476348770348262e-06,-1.228467670373529542e-04,7.979238596307016611e-04,-8.580047407895652345e-02,-4.841411463073013177e-01
-5.467091601698781389e-02,1.365746793540453737e-06,-1.105440951298965587e-04,1.004862234008056885e-03,-8.732637969356878138e-02,-4.759921797563263501e-01
-3.271771375597284232e-02,-1.325965376542054780e-06,-7.789798333163579312e-05,1.207326769385545827e-03,-8.870339747362251948e-02,-4.678155267009100338e-01
-1.253593233327690744e-02,9.257411717309624501e-08,-3.336387425733821445e-05,1.447644360058759601e-03,-8.993917626001597665e-02,-4.595426169229490654e-01
5.986854023232360267e-03,-2.040420183943662127e-07,2.944733775541432273e-05,1.703197770752059225e-03,-9.103863733324983609e-02,-4.512287117803763792e-01
2.295646881406598894e-02,-5.365433712966610985e-08,1.098238458910702920e-04,1.984664567606373494e-03,-9.200765187711847093e-02,-4.428625914403395702e-01
3.847252310512469520e-02,-3.086575493856526338e-07,2.098060519388898922e-04,2.286352248237303285e-03,-9.285200278065655621e-02,-4.344629502347851502e-01
5.262869094427700262e-02,-6.382807794285355033e-07,3.299964115981105102e-04,2.609918505589533914e-03,-9.357738227084085036e-02,-4.260327333370392822e-01
6.551303424309709578e-02,-1.179614447953051929e-06,4.712634651765732364e-04,2.953455426404219888e-03,-9.418950492224338611e-02,-4.175804123855867411e-01
7.720828699858504895e-02,-1.868815349733904383e-06,6.340707699199954125e-04,3.316417719195863777e-03,-9.469392610100753338e-02,-4.091106322205251833e-01
8.779214618333333608e-02,-2.721168086586937875e-06,8.187387531030921022e-04,3.697447657936392407e-03,-9.509610682557335937e-02,-4.006285509639911924e-01
9.733754385695979339e-02,-3.713115071437833666e-06,1.025356436299444543e-03,4.095341784301751754e-03,-9.540133535892086902e-02,-3.921381028322128426e-01
1.059129127878193771e-01,-4.833964664532440192e-06,1.253823139796511653e-03,4.508640504129117314e-03,-9.561473585273475018e-02,-3.836429007347902931e-01
1.135824392663686982e-01,-6.064668814936607835e-06,1.503847134133934858e-03,4.935816780721706890e-03,-9.574123866848918696e-02,-3.751459720767983397e-01
1.204063059662869861e-01,-7.387748017566169126e-06,1.774959304464284512e-03,5.375205425015599191e-03,-9.578557539037751978e-02,-3.666499823599821961e-01
1.264409235263950493e-01,-8.783912078444612530e-06,2.066523621226841034e-03,5.825043797754061829e-03,-9.575226695470019644e-02,-3.581572345547410219e-01
1.317391515679348646e-01,-1.023412262344375335e-05,2.377748689237918749e-03,6.283464712171017361e-03,-9.564561923841113922e-02,-3.496697514833874698e-01
1.363505090369004913e-01,-1.171934639116333252e-05,2.707699615951714590e-03,6.748509485110543507e-03,-9.546971889926868238e-02,-3.411893117718016732e-01
1.403213742021370003e-01,-1.322112578420517242e-05,3.055309699386180022e-03,7.218132366245474420e-03,-9.522843223975496763e-02,-3.327174955265890244e-01
